,Rented Bike Count,Hour,Temperature (C),Humidity (%),Wind speed (m/s),Visibility (10m),Dew point temperature (C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,x0_Autumn,x0_Spring,x0_Summer,x0_Winter,Weekday
3655,1160,7,8.4,83.0,1.4,1400,5.6,0.31,0.0,0.0,0,0,1,0,0,1
3656,1946,8,10.5,67.0,2.3,1221,4.6,0.98,0.0,0.0,0,0,1,0,0,1
3657,1061,9,12.8,52.0,3.9,1614,3.1,1.65,0.0,0.0,0,0,1,0,0,1
3658,762,10,13.8,47.0,4.8,1561,2.6,1.64,0.0,0.0,0,0,1,0,0,1
3659,794,11,14.7,45.0,3.0,1799,2.8,1.68,0.0,0.0,0,0,1,0,0,1
3660,871,12,14.1,59.0,3.9,1870,6.1,1.12,0.0,0.0,0,0,1,0,0,1
3661,516,13,13.4,56.0,3.7,1693,4.7,0.82,0.1,0.0,0,0,1,0,0,1
3662,367,14,12.7,75.0,3.8,1510,8.3,0.88,0.4,0.0,0,0,1,0,0,1
3663,590,15,12.2,56.0,4.8,2000,3.6,0.57,0.5,0.0,0,0,1,0,0,1
3664,911,16,12.8,53.0,3.3,2000,3.4,0.76,0.0,0.0,0,0,1,0,0,1
3665,1421,17,13.2,49.0,4.2,1999,2.7,0.69,0.0,0.0,0,0,1,0,0,1
3666,2310,18,13.4,49.0,2.4,1982,2.8,0.6,0.0,0.0,0,0,1,0,0,1
3667,1663,19,13.3,49.0,3.6,1919,2.7,0.45,0.0,0.0,0,0,1,0,0,1
3668,1401,20,12.6,47.0,3.2,1935,1.5,0.02,0.0,0.0,0,0,1,0,0,1
3669,1388,21,11.9,48.0,1.9,1918,1.2,0.0,0.0,0.0,0,0,1,0,0,1
3670,1202,22,11.2,60.0,2.3,1684,3.7,0.0,0.0,0.0,0,0,1,0,0,1
3671,832,23,10.6,62.0,2.1,1694,3.6,0.0,0.0,0.0,0,0,1,0,0,1
3672,624,0,10.0,63.0,2.1,1653,3.2,0.0,0.0,0.0,0,0,1,0,0,1
3673,480,1,9.7,63.0,2.1,1610,2.9,0.0,0.0,0.0,0,0,1,0,0,1
3674,352,2,9.6,65.0,1.5,1654,3.3,0.0,0.0,0.0,0,0,1,0,0,1
3675,224,3,9.6,66.0,0.9,1685,3.5,0.0,0.0,0.0,0,0,1,0,0,1
3676,138,4,9.5,66.0,1.1,1737,3.4,0.0,0.0,0.0,0,0,1,0,0,1
3677,186,5,9.2,63.0,0.8,1896,2.5,0.0,0.0,0.0,0,0,1,0,0,1
3678,521,6,9.0,57.0,1.7,1903,0.9,0.0,0.0,0.0,0,0,1,0,0,1
3679,1260,7,9.5,55.0,2.1,1912,0.8,0.32,0.0,0.0,0,0,1,0,0,1
3680,2041,8,11.3,46.0,1.2,1788,0.0,1.04,0.0,0.0,0,0,1,0,0,1
3681,1155,9,14.1,42.0,1.9,1893,1.3,1.78,0.0,0.0,0,0,1,0,0,1
3682,864,10,16.1,37.0,2.9,1629,1.3,2.4,0.0,0.0,0,0,1,0,0,1
3683,1021,11,17.2,35.0,3.6,1731,1.5,2.93,0.0,0.0,0,0,1,0,0,1
3684,1206,12,17.9,32.0,4.6,1874,0.9,3.28,0.0,0.0,0,0,1,0,0,1
3685,1222,13,18.9,30.0,3.8,1854,0.9,3.39,0.0,0.0,0,0,1,0,0,1
3686,1266,14,18.8,31.0,4.9,1940,1.2,3.31,0.0,0.0,0,0,1,0,0,1
3687,1323,15,19.9,26.0,3.8,1898,-0.1,3.0,0.0,0.0,0,0,1,0,0,1
3688,1501,16,18.6,30.0,5.1,1891,0.6,2.49,0.0,0.0,0,0,1,0,0,1
3689,1857,17,18.1,30.0,4.6,1925,0.2,1.86,0.0,0.0,0,0,1,0,0,1
3690,2661,18,17.1,35.0,3.4,1961,1.4,1.11,0.0,0.0,0,0,1,0,0,1
3691,1890,19,15.5,46.0,2.6,1782,3.9,0.34,0.0,0.0,0,0,1,0,0,1
3692,1389,20,14.1,46.0,3.4,1940,2.6,0.01,0.0,0.0,0,0,1,0,0,1
3693,1298,21,13.3,47.0,1.9,1805,2.2,0.0,0.0,0.0,0,0,1,0,0,1
3694,1256,22,12.7,55.0,2.0,1775,3.8,0.0,0.0,0.0,0,0,1,0,0,1
3695,935,23,12.4,58.0,2.5,1843,4.3,0.0,0.0,0.0,0,0,1,0,0,1
3696,796,0,12.2,59.0,1.2,1718,4.4,0.0,0.0,0.0,0,0,1,0,0,0
3697,716,1,12.1,54.0,1.3,1820,3.0,0.0,0.0,0.0,0,0,1,0,0,0
3698,508,2,12.1,53.0,1.1,1948,2.7,0.0,0.0,0.0,0,0,1,0,0,0
3699,392,3,11.6,53.0,1.1,1904,2.3,0.0,0.0,0.0,0,0,1,0,0,0
3700,252,4,12.1,51.0,1.6,1939,2.2,0.0,0.0,0.0,0,0,1,0,0,0
3701,190,5,12.2,52.0,2.3,1961,2.6,0.0,0.0,0.0,0,0,1,0,0,0
3702,247,6,12.3,55.0,2.1,1972,3.5,0.02,0.0,0.0,0,0,1,0,0,0
3703,352,7,12.9,55.0,2.3,1952,4.0,0.29,0.0,0.0,0,0,1,0,0,0
3704,579,8,14.4,51.0,2.3,1907,4.3,0.92,0.0,0.0,0,0,1,0,0,0
3705,759,9,16.1,50.0,2.6,1628,5.6,1.52,0.0,0.0,0,0,1,0,0,0
3706,877,10,18.1,46.0,2.9,1755,6.2,2.17,0.0,0.0,0,0,1,0,0,0
3707,1024,11,20.2,41.0,3.1,1789,6.5,2.56,0.0,0.0,0,0,1,0,0,0
3708,1258,12,21.9,35.0,3.4,1586,5.7,2.74,0.0,0.0,0,0,1,0,0,0
3709,1408,13,22.7,35.0,3.4,1794,6.4,2.51,0.0,0.0,0,0,1,0,0,0
3710,1669,14,23.6,34.0,3.3,1829,6.8,2.57,0.0,0.0,0,0,1,0,0,0
3711,1837,15,23.8,29.0,4.7,1876,4.6,2.72,0.0,0.0,0,0,1,0,0,0
3712,1223,16,23.2,30.0,4.5,1787,4.6,1.49,0.0,0.0,0,0,1,0,0,0
3713,2014,17,23.6,29.0,3.9,1948,4.5,1.68,0.0,0.0,0,0,1,0,0,0
3714,1929,18,22.5,31.0,3.4,1953,4.5,0.79,0.0,0.0,0,0,1,0,0,0
3715,1753,19,20.7,47.0,3.5,1952,8.9,0.28,0.0,0.0,0,0,1,0,0,0
3716,1562,20,19.7,53.0,2.0,1841,9.8,0.0,0.0,0.0,0,0,1,0,0,0
3717,1551,21,19.3,57.0,3.1,1924,10.5,0.0,0.0,0.0,0,0,1,0,0,0
3718,1360,22,19.1,61.0,2.7,1830,11.3,0.0,0.0,0.0,0,0,1,0,0,0
3719,1097,23,19.1,62.0,3.6,1757,11.6,0.0,0.0,0.0,0,0,1,0,0,0
3720,733,0,18.7,64.0,3.3,1654,11.7,0.0,0.0,0.0,0,0,1,0,0,0
3721,181,1,18.2,71.0,1.6,1328,12.8,0.0,0.0,0.0,0,0,1,0,0,0
3722,74,2,17.3,82.0,2.1,768,14.1,0.0,0.5,0.0,0,0,1,0,0,0
3723,43,3,16.2,94.0,1.7,400,15.2,0.0,1.5,0.0,0,0,1,0,0,0
3724,16,4,15.8,93.0,0.4,268,14.6,0.0,1.5,0.0,0,0,1,0,0,0
3725,11,5,15.4,96.0,0.3,208,14.7,0.0,2.0,0.0,0,0,1,0,0,0
3726,7,6,15.1,97.0,0.3,225,14.6,0.0,3.0,0.0,0,0,1,0,0,0
3727,16,7,15.1,97.0,0.5,311,14.6,0.03,2.5,0.0,0,0,1,0,0,0
3728,16,8,15.2,97.0,1.0,414,14.7,0.08,2.0,0.0,0,0,1,0,0,0
3729,12,9,15.4,97.0,0.8,413,14.9,0.18,1.0,0.0,0,0,1,0,0,0
3730,13,10,15.4,97.0,0.6,374,14.9,0.38,1.5,0.0,0,0,1,0,0,0
3731,10,11,15.5,97.0,0.8,459,15.0,0.4,3.5,0.0,0,0,1,0,0,0
3732,71,12,15.7,96.0,1.1,568,15.0,0.5,3.0,0.0,0,0,1,0,0,0
3733,211,13,16.4,94.0,0.9,1947,15.4,0.78,0.0,0.0,0,0,1,0,0,0
3734,384,14,17.2,85.0,1.3,2000,14.6,0.94,0.0,0.0,0,0,1,0,0,0
3735,770,15,17.8,77.0,1.6,2000,13.7,1.13,0.0,0.0,0,0,1,0,0,0
3736,1482,16,19.5,66.0,1.7,2000,12.9,1.71,0.0,0.0,0,0,1,0,0,0
3737,1737,17,20.2,62.0,1.1,2000,12.6,1.74,0.0,0.0,0,0,1,0,0,0
3738,1848,18,20.2,66.0,1.0,2000,13.6,1.1,0.0,0.0,0,0,1,0,0,0
3739,1639,19,19.0,70.0,0.7,2000,13.3,0.33,0.0,0.0,0,0,1,0,0,0
3740,1526,20,17.6,77.0,1.2,2000,13.5,0.01,0.0,0.0,0,0,1,0,0,0
3741,1450,21,16.8,79.0,0.6,2000,13.1,0.0,0.0,0.0,0,0,1,0,0,0
3742,1290,22,16.4,80.0,1.2,2000,12.9,0.0,0.0,0.0,0,0,1,0,0,0
3743,1016,23,15.9,83.0,0.6,2000,13.0,0.0,0.0,0.0,0,0,1,0,0,0
3744,778,0,15.5,85.0,0.9,2000,12.9,0.0,0.0,0.0,0,0,1,0,0,1
3745,609,1,15.1,84.0,0.3,1858,12.4,0.0,0.0,0.0,0,0,1,0,0,1
3746,404,2,14.8,85.0,0.4,1831,12.2,0.0,0.0,0.0,0,0,1,0,0,1
3747,249,3,14.7,82.0,0.8,1822,11.6,0.0,0.0,0.0,0,0,1,0,0,1
3748,185,4,14.4,85.0,0.8,1437,11.9,0.0,0.0,0.0,0,0,1,0,0,1
3749,170,5,14.2,85.0,0.5,1412,11.7,0.0,0.0,0.0,0,0,1,0,0,1
3750,221,6,14.0,87.0,0.8,1334,11.8,0.01,0.0,0.0,0,0,1,0,0,1
3751,389,7,14.2,81.0,0.3,1991,10.9,0.13,0.0,0.0,0,0,1,0,0,1
3752,600,8,14.8,80.0,0.3,1921,11.3,0.31,0.0,0.0,0,0,1,0,0,1
3753,737,9,15.9,72.0,0.5,1835,10.8,0.67,0.0,0.0,0,0,1,0,0,1
3754,895,10,17.5,63.0,0.6,1916,10.3,0.96,0.0,0.0,0,0,1,0,0,1
3755,1167,11,20.2,45.0,1.1,1894,7.8,2.33,0.0,0.0,0,0,1,0,0,1
3756,1414,12,22.9,35.0,0.8,1948,6.6,3.05,0.0,0.0,0,0,1,0,0,1
3757,1665,13,23.7,44.0,1.7,1897,10.7,2.35,0.0,0.0,0,0,1,0,0,1
3758,1970,14,24.1,42.0,1.2,1770,10.3,1.93,0.0,0.0,0,0,1,0,0,1
3759,2191,15,24.6,38.0,2.1,1478,9.3,1.85,0.0,0.0,0,0,1,0,0,1
3760,2213,16,24.5,38.0,2.2,1903,9.2,1.1,0.0,0.0,0,0,1,0,0,1
3761,2392,17,25.5,31.0,2.3,1974,7.1,1.5,0.0,0.0,0,0,1,0,0,1
3762,2268,18,25.1,32.0,2.4,1899,7.2,1.1,0.0,0.0,0,0,1,0,0,1
3763,1664,19,23.5,48.0,1.5,1929,11.8,0.4,0.0,0.0,0,0,1,0,0,1
3764,1912,20,20.9,61.0,2.7,1523,13.0,0.01,0.0,0.0,0,0,1,0,0,1
3765,1717,21,19.6,64.0,1.5,1297,12.5,0.0,0.0,0.0,0,0,1,0,0,1
3766,1336,22,18.6,69.0,1.7,1047,12.7,0.0,0.0,0.0,0,0,1,0,0,1
3767,994,23,17.5,69.0,1.5,978,11.7,0.0,0.0,0.0,0,0,1,0,0,1
3768,712,0,16.4,72.0,0.8,1046,11.3,0.0,0.0,0.0,0,0,1,0,0,1
3769,430,1,16.0,64.0,1.0,1600,9.1,0.0,0.0,0.0,0,0,1,0,0,1
3770,287,2,15.5,65.0,1.3,1953,8.9,0.0,0.0,0.0,0,0,1,0,0,1
3771,194,3,15.6,63.0,1.7,2000,8.5,0.0,0.0,0.0,0,0,1,0,0,1
3772,155,4,15.4,63.0,1.6,2000,8.3,0.0,0.0,0.0,0,0,1,0,0,1
3773,200,5,15.0,64.0,1.6,2000,8.2,0.0,0.0,0.0,0,0,1,0,0,1
3774,555,6,14.8,64.0,1.5,2000,8.0,0.02,0.0,0.0,0,0,1,0,0,1
3775,1280,7,15.3,60.0,2.0,2000,7.5,0.35,0.0,0.0,0,0,1,0,0,1
3776,1976,8,16.9,54.0,1.7,2000,7.5,1.08,0.0,0.0,0,0,1,0,0,1
3777,1128,9,18.5,51.0,1.4,1955,8.1,1.74,0.0,0.0,0,0,1,0,0,1
3778,792,10,20.0,48.0,1.9,2000,8.6,2.46,0.0,0.0,0,0,1,0,0,1
3779,956,11,21.0,45.0,1.6,2000,8.6,2.89,0.0,0.0,0,0,1,0,0,1
3780,1135,12,21.5,44.0,2.1,1986,8.7,3.15,0.0,0.0,0,0,1,0,0,1
3781,1117,13,21.7,44.0,2.1,2000,8.9,2.46,0.0,0.0,0,0,1,0,0,1
3782,1096,14,22.2,42.0,1.7,2000,8.6,2.29,0.0,0.0,0,0,1,0,0,1
3783,1267,15,22.4,39.0,1.9,2000,7.7,2.16,0.0,0.0,0,0,1,0,0,1
3784,1457,16,22.0,41.0,1.7,2000,8.1,2.04,0.0,0.0,0,0,1,0,0,1
3785,2020,17,21.7,38.0,2.0,2000,6.7,1.17,0.0,0.0,0,0,1,0,0,1
3786,2142,18,20.7,40.0,1.4,2000,6.6,1.06,0.0,0.0,0,0,1,0,0,1
3787,2241,19,17.9,42.0,2.1,2000,4.7,0.37,0.0,0.0,0,0,1,0,0,1
3788,1726,20,15.8,47.0,1.8,2000,4.4,0.01,0.0,0.0,0,0,1,0,0,1
3789,1513,21,14.5,49.0,1.9,2000,3.8,0.0,0.0,0.0,0,0,1,0,0,1
3790,1283,22,13.2,54.0,2.2,2000,4.0,0.0,0.0,0.0,0,0,1,0,0,1
3791,767,23,12.2,57.0,1.9,2000,3.9,0.0,0.0,0.0,0,0,1,0,0,1
3792,552,0,11.6,57.0,1.9,2000,3.3,0.0,0.0,0.0,0,0,1,0,0,1
3793,34,1,11.3,58.0,1.3,2000,3.3,0.0,0.0,0.0,0,0,1,0,0,1
3794,245,2,10.9,59.0,1.1,2000,3.1,0.0,0.0,0.0,0,0,1,0,0,1
3795,187,3,10.5,59.0,1.0,2000,2.8,0.0,0.0,0.0,0,0,1,0,0,1
3796,114,4,10.0,64.0,1.5,2000,3.4,0.0,0.0,0.0,0,0,1,0,0,1
3797,203,5,9.5,65.0,0.9,2000,3.2,0.0,0.0,0.0,0,0,1,0,0,1
3798,556,6,9.2,64.0,1.0,2000,2.7,0.02,0.0,0.0,0,0,1,0,0,1
3799,1333,7,10.0,59.0,1.1,2000,2.3,0.36,0.0,0.0,0,0,1,0,0,1
3800,2068,8,12.3,53.0,1.6,2000,2.9,1.09,0.0,0.0,0,0,1,0,0,1
3801,928,9,14.4,46.0,1.2,1899,2.9,1.77,0.0,0.0,0,0,1,0,0,1
3802,954,10,16.1,43.0,1.4,1985,3.5,2.41,0.0,0.0,0,0,1,0,0,1
3803,1015,11,17.6,40.0,1.4,1955,3.8,2.88,0.0,0.0,0,0,1,0,0,1
3804,1242,12,18.7,39.0,1.9,1925,4.4,3.21,0.0,0.0,0,0,1,0,0,1
3805,1188,13,20.1,36.0,1.1,1933,4.5,3.34,0.0,0.0,0,0,1,0,0,1
3806,1186,14,20.7,36.0,2.2,1788,5.0,3.1,0.0,0.0,0,0,1,0,0,1
3807,1324,15,21.2,35.0,2.9,1733,5.1,2.88,0.0,0.0,0,0,1,0,0,1
3808,1603,16,21.4,35.0,2.7,1838,5.2,2.38,0.0,0.0,0,0,1,0,0,1
3809,2034,17,21.3,34.0,2.7,1967,4.7,1.82,0.0,0.0,0,0,1,0,0,1
3810,3130,18,20.6,41.0,2.3,2000,6.8,1.1,0.0,0.0,0,0,1,0,0,1
3811,2405,19,18.8,47.0,2.8,1988,7.2,0.4,0.0,0.0,0,0,1,0,0,1
3812,1979,20,17.3,53.0,1.9,2000,7.6,0.01,0.0,0.0,0,0,1,0,0,1
3813,1940,21,16.4,56.0,0.8,2000,7.5,0.0,0.0,0.0,0,0,1,0,0,1
3814,1602,22,15.9,60.0,2.6,2000,8.1,0.0,0.0,0.0,0,0,1,0,0,1
3815,1073,23,15.2,62.0,1.4,2000,7.9,0.0,0.0,0.0,0,0,1,0,0,1
3816,724,0,12.5,84.0,1.5,334,9.8,0.0,0.0,0.0,0,0,1,0,0,1
3817,565,1,12.4,84.0,1.8,287,9.7,0.0,0.0,0.0,0,0,1,0,0,1
3818,378,2,12.1,85.0,1.4,321,9.6,0.0,0.0,0.0,0,0,1,0,0,1
3819,252,3,12.0,86.0,0.9,297,9.7,0.0,0.0,0.0,0,0,1,0,0,1
3820,154,4,11.9,85.0,0.7,315,9.4,0.0,0.0,0.0,0,0,1,0,0,1
3821,223,5,11.9,84.0,1.5,358,9.2,0.0,0.0,0.0,0,0,1,0,0,1
3822,486,6,12.0,83.0,0.4,321,9.1,0.01,0.0,0.0,0,0,1,0,0,1
3823,1156,7,12.4,82.0,1.0,314,9.4,0.1,0.0,0.0,0,0,1,0,0,1
3824,1881,8,13.1,78.0,1.2,330,9.3,0.41,0.0,0.0,0,0,1,0,0,1
3825,850,9,14.3,72.0,0.7,342,9.3,0.84,0.0,0.0,0,0,1,0,0,1
3826,816,10,16.4,64.0,2.4,423,9.5,2.05,0.0,0.0,0,0,1,0,0,1
3827,972,11,18.3,56.0,1.4,519,9.3,2.53,0.0,0.0,0,0,1,0,0,1
3828,1161,12,20.0,47.0,1.4,685,8.3,3.08,0.0,0.0,0,0,1,0,0,1
3829,1177,13,20.8,45.0,2.8,688,8.4,3.17,0.0,0.0,0,0,1,0,0,1
3830,1174,14,21.0,47.0,2.2,606,9.2,2.52,0.0,0.0,0,0,1,0,0,1
3831,1295,15,19.9,47.0,3.3,484,8.2,1.83,0.0,0.0,0,0,1,0,0,1
3832,1496,16,19.1,54.0,3.2,542,9.5,0.94,0.0,0.0,0,0,1,0,0,1
3833,1863,17,18.9,45.0,2.6,1084,6.6,0.8,0.0,0.0,0,0,1,0,0,1
3834,2701,18,17.9,37.0,3.1,1819,2.9,0.36,0.0,0.0,0,0,1,0,0,1
3835,1999,19,17.1,51.0,2.5,1223,6.8,0.06,0.0,0.0,0,0,1,0,0,1
3836,941,20,16.7,52.0,0.9,1328,6.7,0.0,0.0,0.0,0,0,1,0,0,1
3837,1644,21,16.4,52.0,1.5,1273,6.5,0.0,0.0,0.0,0,0,1,0,0,1
3838,1556,22,16.2,54.0,1.1,1327,6.8,0.0,0.0,0.0,0,0,1,0,0,1
3839,1185,23,16.2,50.0,1.6,1327,5.7,0.0,0.0,0.0,0,0,1,0,0,1
3840,862,0,16.1,54.0,1.3,1052,6.7,0.0,0.0,0.0,0,0,1,0,0,0
3841,669,1,15.9,51.0,1.8,866,5.7,0.0,0.0,0.0,0,0,1,0,0,0
3842,416,2,15.5,62.0,1.0,730,8.2,0.0,0.0,0.0,0,0,1,0,0,0
3843,358,3,15.2,63.0,0.5,700,8.1,0.0,0.0,0.0,0,0,1,0,0,0
3844,207,4,15.0,61.0,0.8,867,7.5,0.0,0.0,0.0,0,0,1,0,0,0
3845,70,5,15.0,61.0,1.2,903,7.5,0.0,0.0,0.0,0,0,1,0,0,0
3846,37,6,14.4,71.0,1.3,560,9.2,0.0,0.4,0.0,0,0,1,0,0,0
3847,43,7,13.3,81.0,1.5,525,10.1,0.04,0.1,0.0,0,0,1,0,0,0
3848,20,8,12.0,87.0,1.0,296,9.8,0.1,1.0,0.0,0,0,1,0,0,0
3849,16,9,11.8,95.0,1.0,168,11.0,0.14,3.0,0.0,0,0,1,0,0,0
3850,6,10,11.8,96.0,1.3,221,11.1,0.12,2.5,0.0,0,0,1,0,0,0
3851,18,11,12.0,96.0,1.0,184,11.3,0.14,3.5,0.0,0,0,1,0,0,0
3852,11,12,12.3,97.0,0.8,238,11.8,0.14,2.0,0.0,0,0,1,0,0,0
3853,19,13,12.6,97.0,0.6,327,12.1,0.14,3.0,0.0,0,0,1,0,0,0
3854,22,14,13.0,97.0,0.8,211,12.5,0.15,2.0,0.0,0,0,1,0,0,0
3855,17,15,13.3,97.0,0.8,194,12.8,0.12,3.0,0.0,0,0,1,0,0,0
3856,34,16,13.8,97.0,0.7,196,13.3,0.12,1.5,0.0,0,0,1,0,0,0
3857,24,17,14.3,98.0,0.7,270,13.9,0.08,1.5,0.0,0,0,1,0,0,0
3858,22,18,15.4,97.0,1.9,340,14.9,0.03,2.0,0.0,0,0,1,0,0,0
3859,29,19,15.5,97.0,0.7,403,15.0,0.0,2.0,0.0,0,0,1,0,0,0
3860,29,20,15.7,97.0,0.3,343,15.2,0.0,1.0,0.0,0,0,1,0,0,0
3861,25,21,15.8,97.0,0.6,193,15.3,0.0,0.5,0.0,0,0,1,0,0,0
3862,30,22,15.8,98.0,0.4,179,15.4,0.0,1.5,0.0,0,0,1,0,0,0
3863,50,23,15.8,98.0,1.6,235,15.4,0.0,1.0,0.0,0,0,1,0,0,0
3864,145,0,15.5,97.0,1.5,181,15.0,0.0,0.5,0.0,0,0,1,0,0,0
3865,178,1,15.1,97.0,1.7,173,14.6,0.0,0.2,0.0,0,0,1,0,0,0
3866,189,2,14.5,97.0,2.9,359,14.0,0.0,0.1,0.0,0,0,1,0,0,0
3867,141,3,14.2,98.0,1.5,135,13.8,0.0,0.2,0.0,0,0,1,0,0,0
3868,83,4,13.8,98.0,2.9,27,13.4,0.0,0.0,0.0,0,0,1,0,0,0
3869,72,5,13.5,98.0,0.8,105,13.1,0.0,0.0,0.0,0,0,1,0,0,0
3870,139,6,13.5,98.0,0.4,251,13.1,0.01,0.0,0.0,0,0,1,0,0,0
3871,220,7,13.7,98.0,1.6,468,13.3,0.1,0.0,0.0,0,0,1,0,0,0
3872,397,8,14.1,98.0,1.3,834,13.7,0.26,0.0,0.0,0,0,1,0,0,0
3873,579,9,14.8,95.0,1.0,986,14.0,0.53,0.0,0.0,0,0,1,0,0,0
3874,716,10,15.2,88.0,2.2,1090,13.2,0.55,0.0,0.0,0,0,1,0,0,0
3875,993,11,16.4,78.0,1.6,1209,12.5,1.37,0.0,0.0,0,0,1,0,0,0
3876,1434,12,18.3,65.0,1.2,1489,11.5,2.4,0.0,0.0,0,0,1,0,0,0
3877,1839,13,19.1,65.0,1.9,1145,12.3,2.26,0.0,0.0,0,0,1,0,0,0
3878,2055,14,19.7,64.0,2.9,929,12.6,1.99,0.0,0.0,0,0,1,0,0,0
3879,2329,15,19.7,63.0,2.5,941,12.4,2.01,0.0,0.0,0,0,1,0,0,0
3880,2379,16,19.5,65.0,2.9,857,12.7,1.97,0.0,0.0,0,0,1,0,0,0
3881,2410,17,19.4,63.0,2.6,1099,12.1,1.61,0.0,0.0,0,0,1,0,0,0
3882,2338,18,19.0,66.0,1.3,1111,12.4,0.95,0.0,0.0,0,0,1,0,0,0
3883,2023,19,17.6,73.0,2.0,886,12.6,0.34,0.0,0.0,0,0,1,0,0,0
3884,1714,20,15.6,81.0,2.3,827,12.3,0.02,0.0,0.0,0,0,1,0,0,0
3885,1571,21,14.1,86.0,0.9,535,11.7,0.0,0.0,0.0,0,0,1,0,0,0
3886,1155,22,13.5,87.0,2.2,433,11.3,0.0,0.0,0.0,0,0,1,0,0,0
3887,814,23,13.0,89.0,1.3,326,11.2,0.0,0.0,0.0,0,0,1,0,0,0
3888,581,0,12.7,89.0,1.2,340,10.9,0.0,0.0,0.0,0,0,1,0,0,1
3889,377,1,12.4,94.0,1.3,307,11.4,0.0,0.0,0.0,0,0,1,0,0,1
3890,241,2,12.1,94.0,1.6,191,11.1,0.0,0.0,0.0,0,0,1,0,0,1
3891,167,3,11.9,95.0,1.5,180,11.1,0.0,0.0,0.0,0,0,1,0,0,1
3892,121,4,11.9,94.0,1.3,210,10.9,0.0,0.0,0.0,0,0,1,0,0,1
3893,199,5,11.9,93.0,0.8,241,10.7,0.0,0.0,0.0,0,0,1,0,0,1
3894,552,6,12.1,89.0,0.3,252,10.3,0.02,0.0,0.0,0,0,1,0,0,1
3895,1251,7,12.6,85.0,0.4,292,10.1,0.23,0.0,0.0,0,0,1,0,0,1
3896,1997,8,13.8,79.0,0.9,313,10.2,0.44,0.0,0.0,0,0,1,0,0,1
3897,1106,9,15.1,74.0,0.6,437,10.4,0.76,0.0,0.0,0,0,1,0,0,1
3898,779,10,16.6,67.0,0.9,479,10.4,1.23,0.0,0.0,0,0,1,0,0,1
3899,946,11,18.5,65.0,1.4,463,11.7,2.07,0.0,0.0,0,0,1,0,0,1
3900,1095,12,20.0,62.0,1.8,428,12.4,2.38,0.0,0.0,0,0,1,0,0,1
3901,1051,13,21.8,59.0,1.9,404,13.4,2.74,0.0,0.0,0,0,1,0,0,1
3902,1124,14,23.1,56.0,1.6,391,13.8,2.67,0.0,0.0,0,0,1,0,0,1
3903,1171,15,24.0,59.0,1.6,353,15.4,2.24,0.0,0.0,0,0,1,0,0,1
3904,1433,16,24.3,54.0,2.6,346,14.3,1.81,0.0,0.0,0,0,1,0,0,1
3905,1891,17,24.4,51.0,1.9,466,13.5,1.42,0.0,0.0,0,0,1,0,0,1
3906,2906,18,23.6,48.0,3.1,666,11.9,0.85,0.0,0.0,0,0,1,0,0,1
3907,2236,19,22.7,56.0,1.8,598,13.4,0.31,0.0,0.0,0,0,1,0,0,1
3908,1965,20,21.4,64.0,2.1,411,14.3,0.02,0.0,0.0,0,0,1,0,0,1
3909,1885,21,20.5,67.0,1.4,357,14.1,0.0,0.0,0.0,0,0,1,0,0,1
3910,1648,22,19.6,71.0,0.6,325,14.1,0.0,0.0,0.0,0,0,1,0,0,1
3911,1071,23,18.8,73.0,0.8,291,13.8,0.0,0.0,0.0,0,0,1,0,0,1
3912,764,0,18.1,77.0,0.5,287,13.9,0.0,0.0,0.0,0,0,1,0,0,1
3913,563,1,17.5,78.0,0.6,277,13.6,0.0,0.0,0.0,0,0,1,0,0,1
3914,372,2,17.1,74.0,0.4,350,12.4,0.0,0.0,0.0,0,0,1,0,0,1
3915,241,3,16.6,74.0,0.4,402,11.9,0.0,0.0,0.0,0,0,1,0,0,1
3916,170,4,16.1,74.0,0.8,440,11.4,0.0,0.0,0.0,0,0,1,0,0,1
3917,182,5,15.7,76.0,0.6,330,11.4,0.0,0.0,0.0,0,0,1,0,0,1
3918,562,6,15.4,84.0,0.8,235,12.7,0.03,0.0,0.0,0,0,1,0,0,1
3919,1239,7,16.2,79.0,1.2,239,12.5,0.36,0.0,0.0,0,0,1,0,0,1
3920,2059,8,18.4,68.0,1.1,254,12.3,0.88,0.0,0.0,0,0,1,0,0,1
3921,1148,9,20.8,53.0,0.8,381,10.8,1.58,0.0,0.0,0,0,1,0,0,1
3922,832,10,22.7,37.0,0.9,879,7.2,2.18,0.0,0.0,0,0,1,0,0,1
3923,944,11,24.8,36.0,1.8,973,8.7,2.7,0.0,0.0,0,0,1,0,0,1
3924,1058,12,26.3,36.0,1.1,1133,10.0,2.88,0.0,0.0,0,0,1,0,0,1
3925,1080,13,27.8,34.0,1.5,1306,10.4,3.14,0.0,0.0,0,0,1,0,0,1
3926,1092,14,28.5,33.0,0.9,1348,10.6,2.51,0.0,0.0,0,0,1,0,0,1
3927,1210,15,29.1,38.0,1.7,1602,13.3,1.89,0.0,0.0,0,0,1,0,0,1
3928,1458,16,28.8,37.0,2.4,1629,12.6,1.44,0.0,0.0,0,0,1,0,0,1
3929,1951,17,28.5,43.0,1.7,1404,14.6,1.06,0.0,0.0,0,0,1,0,0,1
3930,2915,18,27.5,47.0,2.5,1113,15.1,0.43,0.0,0.0,0,0,1,0,0,1
